"Tabela 1849 - Dados gerais das unidades locais industriais de empresas industriais com 5 ou mais pessoas ocupadas, por Unidade da Federação, segundo as divisões de atividades (CNAE 2.0)"
"Variável - Número de unidades locais"
"Nível","Cód.","Unidade da Federação","Ano","Classificação Nacional de Atividades Econômicas (CNAE 2.0)",""
"UF","29","Bahia","2017","29 Fabricação de veículos automotores, reboques e carrocerias","8963","Pessoas"
"UF","29","Bahia","2018","Total","217936","Pessoas"
"UF","29","Bahia","2018","B Indústrias extrativas","12827","Pessoas"
"UF","29","Bahia","2018","C Indústrias de transformação","205109","Pessoas"
"UF","29","Bahia","2018","10 Fabricação de produtos alimentícios","42189","Pessoas"
"UF","29","Bahia","2018","20 Fabricação de produtos químicos","13201","Pessoas"
"UF","29","Bahia","2018","24 Metalurgia","5509","Pessoas"
"UF","29","Bahia","2018","29 Fabricação de veículos automotores, reboques e carrocerias","8485","Pessoas"
"UF","29","Bahia","2019","Total","216076","Pessoas"
"UF","29","Bahia","2019","B Indústrias extrativas","12889","Pessoas"
"UF","29","Bahia","2019","C Indústrias de transformação","203187","Pessoas"
"UF","29","Bahia","2019","10 Fabricação de produtos alimentícios","40438","Pessoas"
"UF","29","Bahia","2019","20 Fabricação de produtos químicos","12570","Pessoas"
"UF","29","Bahia","2019","24 Metalurgia","6005","Pessoas"
"UF","29","Bahia","2019","29 Fabricação de veículos automotores, reboques e carrocerias","8656","Pessoas"
"UF","29","Bahia","2020","Total","215948","Pessoas"
"UF","29","Bahia","2020","B Indústrias extrativas","11999","Pessoas"
"UF","29","Bahia","2020","C Indústrias de transformação","203949","Pessoas"
"UF","29","Bahia","2020","10 Fabricação de produtos alimentícios","41211","Pessoas"
"UF","29","Bahia","2020","20 Fabricação de produtos químicos","13055","Pessoas"
"UF","29","Bahia","2020","24 Metalurgia","6210","Pessoas"
"UF","29","Bahia","2020","29 Fabricação de veículos automotores, reboques e carrocerias","7458","Pessoas"
"UF","29","Bahia","2021","Total","236879","Pessoas"
"UF","29","Bahia","2021","B Indústrias extrativas","12710","Pessoas"
"UF","29","Bahia","2021","C Indústrias de transformação","224169","Pessoas"
"UF","29","Bahia","2021","10 Fabricação de produtos alimentícios","43661","Pessoas"
"UF","29","Bahia","2021","20 Fabricação de produtos químicos","14499","Pessoas"
"UF","29","Bahia","2021","24 Metalurgia","5894","Pessoas"
"UF","29","Bahia","2021","29 Fabricação de veículos automotores, reboques e carrocerias","1863","Pessoas"
"UF","29","Bahia","2022","Total","248685","Pessoas"
"UF","29","Bahia","2022","B Indústrias extrativas","15614","Pessoas"
"UF","29","Bahia","2022","C Indústrias de transformação","233071","Pessoas"
"UF","29","Bahia","2022","10 Fabricação de produtos alimentícios","44246","Pessoas"
"UF","29","Bahia","2022","20 Fabricação de produtos químicos","15649","Pessoas"
"UF","29","Bahia","2022","24 Metalurgia","6007","Pessoas"
"UF","29","Bahia","2022","29 Fabricação de veículos automotores, reboques e carrocerias","1093","Pessoas"
"UF","29","Bahia","2023","Total","252585","Pessoas"
"UF","29","Bahia","2023","B Indústrias extrativas","13978","Pessoas"
"UF","29","Bahia","2023","C Indústrias de transformação","238607","Pessoas"
"UF","29","Bahia","2023","10 Fabricação de produtos alimentícios","47410","Pessoas"
"UF","29","Bahia","2023","20 Fabricação de produtos químicos","15639","Pessoas"
"UF","29","Bahia","2023","24 Metalurgia","6346","Pessoas"
"UF","29","Bahia","2023","29 Fabricação de veículos automotores, reboques e carrocerias","1366","Pessoas"
"UF","31","Minas Gerais","2007","Total","738329","Pessoas"
"UF","31","Minas Gerais","2007","B Indústrias extrativas","39307","Pessoas"
"UF","31","Minas Gerais","2007","C Indústrias de transformação","699021","Pessoas"
"UF","31","Minas Gerais","2007","10 Fabricação de produtos alimentícios","118949","Pessoas"
"UF","31","Minas Gerais","2007","20 Fabricação de produtos químicos","24475","Pessoas"
"UF","31","Minas Gerais","2007","24 Metalurgia","62417","Pessoas"
"UF","31","Minas Gerais","2007","29 Fabricação de veículos automotores, reboques e carrocerias","66771","Pessoas"
"UF","31","Minas Gerais","2008","Total","768701","Pessoas"
"UF","31","Minas Gerais","2008","B Indústrias extrativas","38768","Pessoas"
"UF","31","Minas Gerais","2008","C Indústrias de transformação","729933","Pessoas"
"UF","31","Minas Gerais","2008","10 Fabricação de produtos alimentícios","132911","Pessoas"
"UF","31","Minas Gerais","2008","20 Fabricação de produtos químicos","23933","Pessoas"
"UF","31","Minas Gerais","2008","24 Metalurgia","63361","Pessoas"
"UF","31","Minas Gerais","2008","29 Fabricação de veículos automotores, reboques e carrocerias","70702","Pessoas"
"UF","31","Minas Gerais","2009","Total","775942","Pessoas"
"UF","31","Minas Gerais","2009","B Indústrias extrativas","43400","Pessoas"
"UF","31","Minas Gerais","2009","C Indústrias de transformação","732543","Pessoas"
"UF","31","Minas Gerais","2009","10 Fabricação de produtos alimentícios","139337","Pessoas"
"UF","31","Minas Gerais","2009","20 Fabricação de produtos químicos","23677","Pessoas"
"UF","31","Minas Gerais","2009","24 Metalurgia","56638","Pessoas"
"UF","31","Minas Gerais","2009","29 Fabricação de veículos automotores, reboques e carrocerias","70827","Pessoas"
"UF","31","Minas Gerais","2010","Total","840781","Pessoas"
"UF","31","Minas Gerais","2010","B Indústrias extrativas","49113","Pessoas"
"UF","31","Minas Gerais","2010","C Indústrias de transformação","791668","Pessoas"
"UF","31","Minas Gerais","2010","10 Fabricação de produtos alimentícios","142642","Pessoas"
"UF","31","Minas Gerais","2010","20 Fabricação de produtos químicos","26871","Pessoas"
"UF","31","Minas Gerais","2010","24 Metalurgia","60296","Pessoas"
"UF","31","Minas Gerais","2010","29 Fabricação de veículos automotores, reboques e carrocerias","79993","Pessoas"
"UF","31","Minas Gerais","2011","Total","867467","Pessoas"
"UF","31","Minas Gerais","2011","B Indústrias extrativas","55396","Pessoas"
"UF","31","Minas Gerais","2011","C Indústrias de transformação","812071","Pessoas"
"UF","31","Minas Gerais","2011","10 Fabricação de produtos alimentícios","158608","Pessoas"
"UF","31","Minas Gerais","2011","20 Fabricação de produtos químicos","29226","Pessoas"
"UF","31","Minas Gerais","2011","24 Metalurgia","58297","Pessoas"
"UF","31","Minas Gerais","2011","29 Fabricação de veículos automotores, reboques e carrocerias","82526","Pessoas"
"UF","31","Minas Gerais","2012","Total","894942","Pessoas"
"UF","31","Minas Gerais","2012","B Indústrias extrativas","56090","Pessoas"
"UF","31","Minas Gerais","2012","C Indústrias de transformação","838852","Pessoas"
"UF","31","Minas Gerais","2012","10 Fabricação de produtos alimentícios","168170","Pessoas"
"UF","31","Minas Gerais","2012","20 Fabricação de produtos químicos","27290","Pessoas"
"UF","31","Minas Gerais","2012","24 Metalurgia","62199","Pessoas"
"UF","31","Minas Gerais","2012","29 Fabricação de veículos automotores, reboques e carrocerias","87724","Pessoas"
"UF","31","Minas Gerais","2013","Total","904940","Pessoas"
"UF","31","Minas Gerais","2013","B Indústrias extrativas","57683","Pessoas"
"UF","31","Minas Gerais","2013","C Indústrias de transformação","847257","Pessoas"
"UF","31","Minas Gerais","2013","10 Fabricação de produtos alimentícios","160617","Pessoas"
"UF","31","Minas Gerais","2013","20 Fabricação de produtos químicos","27818","Pessoas"
"UF","31","Minas Gerais","2013","24 Metalurgia","62312","Pessoas"
"UF","31","Minas Gerais","2013","29 Fabricação de veículos automotores, reboques e carrocerias","84962","Pessoas"
"UF","31","Minas Gerais","2014","Total","900193","Pessoas"
"UF","31","Minas Gerais","2014","B Indústrias extrativas","61815","Pessoas"
"UF","31","Minas Gerais","2014","C Indústrias de transformação","838378","Pessoas"
"UF","31","Minas Gerais","2014","10 Fabricação de produtos alimentícios","171266","Pessoas"
"UF","31","Minas Gerais","2014","20 Fabricação de produtos químicos","28772","Pessoas"
"UF","31","Minas Gerais","2014","24 Metalurgia","57048","Pessoas"
"UF","31","Minas Gerais","2014","29 Fabricação de veículos automotores, reboques e carrocerias","78299","Pessoas"
"UF","31","Minas Gerais","2015","Total","826536","Pessoas"
"UF","31","Minas Gerais","2015","B Indústrias extrativas","58599","Pessoas"
"UF","31","Minas Gerais","2015","C Indústrias de transformação","767937","Pessoas"
"UF","31","Minas Gerais","2015","10 Fabricação de produtos alimentícios","174370","Pessoas"
"UF","31","Minas Gerais","2015","20 Fabricação de produtos químicos","29081","Pessoas"
"UF","31","Minas Gerais","2015","24 Metalurgia","49984","Pessoas"
"UF","31","Minas Gerais","2015","29 Fabricação de veículos automotores, reboques e carrocerias","63314","Pessoas"
"UF","31","Minas Gerais","2016","Total","791371","Pessoas"
"UF","31","Minas Gerais","2016","B Indústrias extrativas","54291","Pessoas"
"UF","31","Minas Gerais","2016","C Indústrias de transformação","737080","Pessoas"
"UF","31","Minas Gerais","2016","10 Fabricação de produtos alimentícios","174010","Pessoas"
"UF","31","Minas Gerais","2016","20 Fabricação de produtos químicos","28255","Pessoas"
"UF","31","Minas Gerais","2016","24 Metalurgia","50294","Pessoas"
"UF","31","Minas Gerais","2016","29 Fabricação de veículos automotores, reboques e carrocerias","57435","Pessoas"
"UF","31","Minas Gerais","2017","Total","792531","Pessoas"
"UF","31","Minas Gerais","2017","B Indústrias extrativas","57003","Pessoas"
"UF","31","Minas Gerais","2017","C Indústrias de transformação","735528","Pessoas"
"UF","31","Minas Gerais","2017","10 Fabricação de produtos alimentícios","179843","Pessoas"
"UF","31","Minas Gerais","2017","20 Fabricação de produtos químicos","27803","Pessoas"
"UF","31","Minas Gerais","2017","24 Metalurgia","53235","Pessoas"
"UF","31","Minas Gerais","2017","29 Fabricação de veículos automotores, reboques e carrocerias","55638","Pessoas"
"UF","31","Minas Gerais","2018","Total","793050","Pessoas"
"UF","31","Minas Gerais","2018","B Indústrias extrativas","56270","Pessoas"
"UF","31","Minas Gerais","2018","C Indústrias de transformação","736780","Pessoas"
"UF","31","Minas Gerais","2018","10 Fabricação de produtos alimentícios","170298","Pessoas"
"UF","31","Minas Gerais","2018","20 Fabricação de produtos químicos","27596","Pessoas"
"UF","31","Minas Gerais","2018","24 Metalurgia","57462","Pessoas"
"UF","31","Minas Gerais","2018","29 Fabricação de veículos automotores, reboques e carrocerias","52836","Pessoas"
"UF","31","Minas Gerais","2019","Total","803997","Pessoas"
"UF","31","Minas Gerais","2019","B Indústrias extrativas","58556","Pessoas"
"UF","31","Minas Gerais","2019","C Indústrias de transformação","745441","Pessoas"
"UF","31","Minas Gerais","2019","10 Fabricação de produtos alimentícios","177917","Pessoas"
"UF","31","Minas Gerais","2019","20 Fabricação de produtos químicos","28956","Pessoas"
"UF","31","Minas Gerais","2019","24 Metalurgia","57201","Pessoas"
"UF","31","Minas Gerais","2019","29 Fabricação de veículos automotores, reboques e carrocerias","52371","Pessoas"
"UF","31","Minas Gerais","2020","Total","808346","Pessoas"
"UF","31","Minas Gerais","2020","B Indústrias extrativas","57339","Pessoas"
"UF","31","Minas Gerais","2020","C Indústrias de transformação","751007","Pessoas"
"UF","31","Minas Gerais","2020","10 Fabricação de produtos alimentícios","185818","Pessoas"
"UF","31","Minas Gerais","2020","20 Fabricação de produtos químicos","30941","Pessoas"
"UF","31","Minas Gerais","2020","24 Metalurgia","59512","Pessoas"
"UF","31","Minas Gerais","2020","29 Fabricação de veículos automotores, reboques e carrocerias","54294","Pessoas"
"UF","31","Minas Gerais","2021","Total","861660","Pessoas"
"UF","31","Minas Gerais","2021","B Indústrias extrativas","64133","Pessoas"
"UF","31","Minas Gerais","2021","C Indústrias de transformação","797527","Pessoas"
"UF","31","Minas Gerais","2021","10 Fabricação de produtos alimentícios","190207","Pessoas"
"UF","31","Minas Gerais","2021","20 Fabricação de produtos químicos","33483","Pessoas"
"UF","31","Minas Gerais","2021","24 Metalurgia","62612","Pessoas"
"UF","31","Minas Gerais","2021","29 Fabricação de veículos automotores, reboques e carrocerias","54230","Pessoas"
"UF","31","Minas Gerais","2022","Total","885287","Pessoas"
"UF","31","Minas Gerais","2022","B Indústrias extrativas","63922","Pessoas"
"UF","31","Minas Gerais","2022","C Indústrias de transformação","821365","Pessoas"
"UF","31","Minas Gerais","2022","10 Fabricação de produtos alimentícios","200759","Pessoas"
"UF","31","Minas Gerais","2022","20 Fabricação de produtos químicos","33990","Pessoas"
"UF","31","Minas Gerais","2022","24 Metalurgia","64432","Pessoas"
"UF","31","Minas Gerais","2022","29 Fabricação de veículos automotores, reboques e carrocerias","57543","Pessoas"
"UF","31","Minas Gerais","2023","Total","900933","Pessoas"
"UF","31","Minas Gerais","2023","B Indústrias extrativas","69013","Pessoas"
"UF","31","Minas Gerais","2023","C Indústrias de transformação","831920","Pessoas"
"UF","31","Minas Gerais","2023","10 Fabricação de produtos alimentícios","209029","Pessoas"
"UF","31","Minas Gerais","2023","20 Fabricação de produtos químicos","36997","Pessoas"
"UF","31","Minas Gerais","2023","24 Metalurgia","63224","Pessoas"
"UF","31","Minas Gerais","2023","29 Fabricação de veículos automotores, reboques e carrocerias","58378","Pessoas"
"UF","32","Espírito Santo","2007","Total","114410","Pessoas"
"UF","32","Espírito Santo","2007","B Indústrias extrativas","13855","Pessoas"
"UF","32","Espírito Santo","2007","C Indústrias de transformação","100555","Pessoas"
"UF","32","Espírito Santo","2007","10 Fabricação de produtos alimentícios","13237","Pessoas"
"UF","32","Espírito Santo","2007","20 Fabricação de produtos químicos","1513","Pessoas"
"UF","32","Espírito Santo","2007","24 Metalurgia","7894","Pessoas"
"UF","32","Espírito Santo","2007","29 Fabricação de veículos automotores, reboques e carrocerias","1360","Pessoas"
"UF","32","Espírito Santo","2008","Total","121297","Pessoas"
"UF","32","Espírito Santo","2008","B Indústrias extrativas","14683","Pessoas"
"UF","32","Espírito Santo","2008","C Indústrias de transformação","106614","Pessoas"
"UF","32","Espírito Santo","2008","10 Fabricação de produtos alimentícios","14746","Pessoas"
"UF","32","Espírito Santo","2008","20 Fabricação de produtos químicos","1990","Pessoas"
"UF","32","Espírito Santo","2008","24 Metalurgia","8606","Pessoas"
"UF","32","Espírito Santo","2008","29 Fabricação de veículos automotores, reboques e carrocerias","1225","Pessoas"
"UF","32","Espírito Santo","2009","Total","123057","Pessoas"
"UF","32","Espírito Santo","2009","B Indústrias extrativas","11387","Pessoas"
"UF","32","Espírito Santo","2009","C Indústrias de transformação","111670","Pessoas"
"UF","32","Espírito Santo","2009","10 Fabricação de produtos alimentícios","17697","Pessoas"
"UF","32","Espírito Santo","2009","20 Fabricação de produtos químicos","2141","Pessoas"
"UF","32","Espírito Santo","2009","24 Metalurgia","7436","Pessoas"
"UF","32","Espírito Santo","2009","29 Fabricação de veículos automotores, reboques e carrocerias","1157","Pessoas"
"UF","32","Espírito Santo","2010","Total","124735","Pessoas"
"UF","32","Espírito Santo","2010","B Indústrias extrativas","10171","Pessoas"
"UF","32","Espírito Santo","2010","C Indústrias de transformação","114564","Pessoas"
"UF","32","Espírito Santo","2010","10 Fabricação de produtos alimentícios","18854","Pessoas"
"UF","32","Espírito Santo","2010","20 Fabricação de produtos químicos","2094","Pessoas"
"UF","32","Espírito Santo","2010","24 Metalurgia","8278","Pessoas"
"UF","32","Espírito Santo","2010","29 Fabricação de veículos automotores, reboques e carrocerias","1209","Pessoas"
