UF,Cód_IBGE,Ano,Setor,Valor,Variável
Rio Grande do Norte,24,2014,"29 Fabricação de veículos automotores, reboques e carrocerias",388.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2015,Total,65486.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2015,B Indústrias extrativas,9939.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2015,C Indústrias de transformação,55547.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2015,10 Fabricação de produtos alimentícios,12257.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2015,20 Fabricação de produtos químicos,1098.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2015,24 Metalurgia,190.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2015,"29 Fabricação de veículos automotores, reboques e carrocerias",230.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2016,Total,62445.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2016,B Indústrias extrativas,8177.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2016,C Indústrias de transformação,54268.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2016,10 Fabricação de produtos alimentícios,13331.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2016,20 Fabricação de produtos químicos,1041.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2016,24 Metalurgia,194.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2016,"29 Fabricação de veículos automotores, reboques e carrocerias",233.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2017,Total,58255.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2017,B Indústrias extrativas,6824.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2017,C Indústrias de transformação,51431.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2017,10 Fabricação de produtos alimentícios,15517.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2017,20 Fabricação de produtos químicos,1076.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2017,24 Metalurgia,124.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2017,"29 Fabricação de veículos automotores, reboques e carrocerias",248.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2018,Total,59861.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2018,B Indústrias extrativas,7272.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2018,C Indústrias de transformação,52589.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2018,10 Fabricação de produtos alimentícios,13210.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2018,20 Fabricação de produtos químicos,1059.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2018,24 Metalurgia,77.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2018,"29 Fabricação de veículos automotores, reboques e carrocerias",200.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2019,Total,57287.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2019,B Indústrias extrativas,7143.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2019,C Indústrias de transformação,50144.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2019,10 Fabricação de produtos alimentícios,13189.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2019,20 Fabricação de produtos químicos,1055.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2019,24 Metalurgia,78.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2019,"29 Fabricação de veículos automotores, reboques e carrocerias",307.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2020,Total,60475.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2020,B Indústrias extrativas,6981.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2020,C Indústrias de transformação,53494.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2020,10 Fabricação de produtos alimentícios,16647.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2020,20 Fabricação de produtos químicos,1159.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2020,24 Metalurgia,41.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2020,"29 Fabricação de veículos automotores, reboques e carrocerias",194.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2021,Total,60932.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2021,B Indústrias extrativas,6781.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2021,C Indústrias de transformação,54151.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2021,10 Fabricação de produtos alimentícios,15784.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2021,20 Fabricação de produtos químicos,1323.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2021,24 Metalurgia,,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2021,"29 Fabricação de veículos automotores, reboques e carrocerias",320.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2022,Total,63203.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2022,B Indústrias extrativas,7553.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2022,C Indústrias de transformação,55650.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2022,10 Fabricação de produtos alimentícios,15414.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2022,20 Fabricação de produtos químicos,1215.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2022,24 Metalurgia,48.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2022,"29 Fabricação de veículos automotores, reboques e carrocerias",296.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2023,Total,65458.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2023,B Indústrias extrativas,8608.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2023,C Indústrias de transformação,56850.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2023,10 Fabricação de produtos alimentícios,16431.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2023,20 Fabricação de produtos químicos,1242.0,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2023,24 Metalurgia,,Pessoal ocupado em 31/12
Rio Grande do Norte,24,2023,"29 Fabricação de veículos automotores, reboques e carrocerias",529.0,Pessoal ocupado em 31/12
Paraíba,25,2007,Total,62099.0,Pessoal ocupado em 31/12
Paraíba,25,2007,B Indústrias extrativas,1807.0,Pessoal ocupado em 31/12
Paraíba,25,2007,C Indústrias de transformação,60292.0,Pessoal ocupado em 31/12
Paraíba,25,2007,10 Fabricação de produtos alimentícios,10483.0,Pessoal ocupado em 31/12
Paraíba,25,2007,20 Fabricação de produtos químicos,673.0,Pessoal ocupado em 31/12
Paraíba,25,2007,24 Metalurgia,91.0,Pessoal ocupado em 31/12
Paraíba,25,2007,"29 Fabricação de veículos automotores, reboques e carrocerias",75.0,Pessoal ocupado em 31/12
Paraíba,25,2008,Total,64716.0,Pessoal ocupado em 31/12
Paraíba,25,2008,B Indústrias extrativas,1054.0,Pessoal ocupado em 31/12
Paraíba,25,2008,C Indústrias de transformação,63662.0,Pessoal ocupado em 31/12
Paraíba,25,2008,10 Fabricação de produtos alimentícios,11344.0,Pessoal ocupado em 31/12
Paraíba,25,2008,20 Fabricação de produtos químicos,746.0,Pessoal ocupado em 31/12
Paraíba,25,2008,24 Metalurgia,362.0,Pessoal ocupado em 31/12
Paraíba,25,2008,"29 Fabricação de veículos automotores, reboques e carrocerias",69.0,Pessoal ocupado em 31/12
Paraíba,25,2009,Total,64295.0,Pessoal ocupado em 31/12
Paraíba,25,2009,B Indústrias extrativas,1015.0,Pessoal ocupado em 31/12
Paraíba,25,2009,C Indústrias de transformação,63280.0,Pessoal ocupado em 31/12
Paraíba,25,2009,10 Fabricação de produtos alimentícios,12203.0,Pessoal ocupado em 31/12
Paraíba,25,2009,20 Fabricação de produtos químicos,928.0,Pessoal ocupado em 31/12
Paraíba,25,2009,24 Metalurgia,174.0,Pessoal ocupado em 31/12
Paraíba,25,2009,"29 Fabricação de veículos automotores, reboques e carrocerias",57.0,Pessoal ocupado em 31/12
Paraíba,25,2010,Total,72507.0,Pessoal ocupado em 31/12
Paraíba,25,2010,B Indústrias extrativas,1359.0,Pessoal ocupado em 31/12
Paraíba,25,2010,C Indústrias de transformação,71148.0,Pessoal ocupado em 31/12
Paraíba,25,2010,10 Fabricação de produtos alimentícios,13517.0,Pessoal ocupado em 31/12
Paraíba,25,2010,20 Fabricação de produtos químicos,866.0,Pessoal ocupado em 31/12
Paraíba,25,2010,24 Metalurgia,213.0,Pessoal ocupado em 31/12
Paraíba,25,2010,"29 Fabricação de veículos automotores, reboques e carrocerias",94.0,Pessoal ocupado em 31/12
Paraíba,25,2011,Total,76428.0,Pessoal ocupado em 31/12
Paraíba,25,2011,B Indústrias extrativas,1656.0,Pessoal ocupado em 31/12
Paraíba,25,2011,C Indústrias de transformação,74772.0,Pessoal ocupado em 31/12
Paraíba,25,2011,10 Fabricação de produtos alimentícios,18401.0,Pessoal ocupado em 31/12
Paraíba,25,2011,20 Fabricação de produtos químicos,734.0,Pessoal ocupado em 31/12
Paraíba,25,2011,24 Metalurgia,216.0,Pessoal ocupado em 31/12
Paraíba,25,2011,"29 Fabricação de veículos automotores, reboques e carrocerias",98.0,Pessoal ocupado em 31/12
Paraíba,25,2012,Total,76109.0,Pessoal ocupado em 31/12
Paraíba,25,2012,B Indústrias extrativas,1263.0,Pessoal ocupado em 31/12
Paraíba,25,2012,C Indústrias de transformação,74846.0,Pessoal ocupado em 31/12
Paraíba,25,2012,10 Fabricação de produtos alimentícios,16159.0,Pessoal ocupado em 31/12
Paraíba,25,2012,20 Fabricação de produtos químicos,1084.0,Pessoal ocupado em 31/12
Paraíba,25,2012,24 Metalurgia,213.0,Pessoal ocupado em 31/12
Paraíba,25,2012,"29 Fabricação de veículos automotores, reboques e carrocerias",83.0,Pessoal ocupado em 31/12
Paraíba,25,2013,Total,78929.0,Pessoal ocupado em 31/12
Paraíba,25,2013,B Indústrias extrativas,1503.0,Pessoal ocupado em 31/12
Paraíba,25,2013,C Indústrias de transformação,77426.0,Pessoal ocupado em 31/12
Paraíba,25,2013,10 Fabricação de produtos alimentícios,16337.0,Pessoal ocupado em 31/12
Paraíba,25,2013,20 Fabricação de produtos químicos,750.0,Pessoal ocupado em 31/12
Paraíba,25,2013,24 Metalurgia,290.0,Pessoal ocupado em 31/12
Paraíba,25,2013,"29 Fabricação de veículos automotores, reboques e carrocerias",116.0,Pessoal ocupado em 31/12
Paraíba,25,2014,Total,79389.0,Pessoal ocupado em 31/12
Paraíba,25,2014,B Indústrias extrativas,1514.0,Pessoal ocupado em 31/12
Paraíba,25,2014,C Indústrias de transformação,77875.0,Pessoal ocupado em 31/12
Paraíba,25,2014,10 Fabricação de produtos alimentícios,16796.0,Pessoal ocupado em 31/12
Paraíba,25,2014,20 Fabricação de produtos químicos,789.0,Pessoal ocupado em 31/12
Paraíba,25,2014,24 Metalurgia,317.0,Pessoal ocupado em 31/12
Paraíba,25,2014,"29 Fabricação de veículos automotores, reboques e carrocerias",149.0,Pessoal ocupado em 31/12
Paraíba,25,2015,Total,77270.0,Pessoal ocupado em 31/12
Paraíba,25,2015,B Indústrias extrativas,1735.0,Pessoal ocupado em 31/12
Paraíba,25,2015,C Indústrias de transformação,75535.0,Pessoal ocupado em 31/12
Paraíba,25,2015,10 Fabricação de produtos alimentícios,16256.0,Pessoal ocupado em 31/12
Paraíba,25,2015,20 Fabricação de produtos químicos,725.0,Pessoal ocupado em 31/12
Paraíba,25,2015,24 Metalurgia,270.0,Pessoal ocupado em 31/12
Paraíba,25,2015,"29 Fabricação de veículos automotores, reboques e carrocerias",118.0,Pessoal ocupado em 31/12
Paraíba,25,2016,Total,71582.0,Pessoal ocupado em 31/12
Paraíba,25,2016,B Indústrias extrativas,1333.0,Pessoal ocupado em 31/12
Paraíba,25,2016,C Indústrias de transformação,70249.0,Pessoal ocupado em 31/12
Paraíba,25,2016,10 Fabricação de produtos alimentícios,15134.0,Pessoal ocupado em 31/12
Paraíba,25,2016,20 Fabricação de produtos químicos,769.0,Pessoal ocupado em 31/12
Paraíba,25,2016,24 Metalurgia,206.0,Pessoal ocupado em 31/12
Paraíba,25,2016,"29 Fabricação de veículos automotores, reboques e carrocerias",72.0,Pessoal ocupado em 31/12
Paraíba,25,2017,Total,71009.0,Pessoal ocupado em 31/12
Paraíba,25,2017,B Indústrias extrativas,1002.0,Pessoal ocupado em 31/12
Paraíba,25,2017,C Indústrias de transformação,70007.0,Pessoal ocupado em 31/12
Paraíba,25,2017,10 Fabricação de produtos alimentícios,16515.0,Pessoal ocupado em 31/12
Paraíba,25,2017,20 Fabricação de produtos químicos,1167.0,Pessoal ocupado em 31/12
Paraíba,25,2017,24 Metalurgia,222.0,Pessoal ocupado em 31/12
Paraíba,25,2017,"29 Fabricação de veículos automotores, reboques e carrocerias",113.0,Pessoal ocupado em 31/12
Paraíba,25,2018,Total,68709.0,Pessoal ocupado em 31/12
Paraíba,25,2018,B Indústrias extrativas,1121.0,Pessoal ocupado em 31/12
Paraíba,25,2018,C Indústrias de transformação,67588.0,Pessoal ocupado em 31/12
Paraíba,25,2018,10 Fabricação de produtos alimentícios,13858.0,Pessoal ocupado em 31/12
Paraíba,25,2018,20 Fabricação de produtos químicos,1035.0,Pessoal ocupado em 31/12
Paraíba,25,2018,24 Metalurgia,205.0,Pessoal ocupado em 31/12
Paraíba,25,2018,"29 Fabricação de veículos automotores, reboques e carrocerias",80.0,Pessoal ocupado em 31/12
Paraíba,25,2019,Total,65326.0,Pessoal ocupado em 31/12
Paraíba,25,2019,B Indústrias extrativas,1008.0,Pessoal ocupado em 31/12
Paraíba,25,2019,C Indústrias de transformação,64318.0,Pessoal ocupado em 31/12
Paraíba,25,2019,10 Fabricação de produtos alimentícios,14829.0,Pessoal ocupado em 31/12
Paraíba,25,2019,20 Fabricação de produtos químicos,916.0,Pessoal ocupado em 31/12
Paraíba,25,2019,24 Metalurgia,185.0,Pessoal ocupado em 31/12
Paraíba,25,2019,"29 Fabricação de veículos automotores, reboques e carrocerias",68.0,Pessoal ocupado em 31/12
Paraíba,25,2020,Total,68795.0,Pessoal ocupado em 31/12
Paraíba,25,2020,B Indústrias extrativas,804.0,Pessoal ocupado em 31/12
Paraíba,25,2020,C Indústrias de transformação,67991.0,Pessoal ocupado em 31/12
Paraíba,25,2020,10 Fabricação de produtos alimentícios,15375.0,Pessoal ocupado em 31/12
Paraíba,25,2020,20 Fabricação de produtos químicos,1151.0,Pessoal ocupado em 31/12
Paraíba,25,2020,24 Metalurgia,207.0,Pessoal ocupado em 31/12
Paraíba,25,2020,"29 Fabricação de veículos automotores, reboques e carrocerias",88.0,Pessoal ocupado em 31/12
Paraíba,25,2021,Total,72545.0,Pessoal ocupado em 31/12
Paraíba,25,2021,B Indústrias extrativas,966.0,Pessoal ocupado em 31/12
Paraíba,25,2021,C Indústrias de transformação,71579.0,Pessoal ocupado em 31/12
Paraíba,25,2021,10 Fabricação de produtos alimentícios,15983.0,Pessoal ocupado em 31/12
Paraíba,25,2021,20 Fabricação de produtos químicos,1325.0,Pessoal ocupado em 31/12
Paraíba,25,2021,24 Metalurgia,248.0,Pessoal ocupado em 31/12
Paraíba,25,2021,"29 Fabricação de veículos automotores, reboques e carrocerias",121.0,Pessoal ocupado em 31/12
Paraíba,25,2022,Total,72804.0,Pessoal ocupado em 31/12
Paraíba,25,2022,B Indústrias extrativas,1221.0,Pessoal ocupado em 31/12
Paraíba,25,2022,C Indústrias de transformação,71583.0,Pessoal ocupado em 31/12
Paraíba,25,2022,10 Fabricação de produtos alimentícios,16046.0,Pessoal ocupado em 31/12
Paraíba,25,2022,20 Fabricação de produtos químicos,1187.0,Pessoal ocupado em 31/12
Paraíba,25,2022,24 Metalurgia,380.0,Pessoal ocupado em 31/12
Paraíba,25,2022,"29 Fabricação de veículos automotores, reboques e carrocerias",112.0,Pessoal ocupado em 31/12
Paraíba,25,2023,Total,71065.0,Pessoal ocupado em 31/12
Paraíba,25,2023,B Indústrias extrativas,1141.0,Pessoal ocupado em 31/12
Paraíba,25,2023,C Indústrias de transformação,69924.0,Pessoal ocupado em 31/12
Paraíba,25,2023,10 Fabricação de produtos alimentícios,16746.0,Pessoal ocupado em 31/12
Paraíba,25,2023,20 Fabricação de produtos químicos,1450.0,Pessoal ocupado em 31/12
Paraíba,25,2023,24 Metalurgia,633.0,Pessoal ocupado em 31/12
Paraíba,25,2023,"29 Fabricação de veículos automotores, reboques e carrocerias",196.0,Pessoal ocupado em 31/12
Pernambuco,26,2007,Total,179831.0,Pessoal ocupado em 31/12
Pernambuco,26,2007,B Indústrias extrativas,1682.0,Pessoal ocupado em 31/12
Pernambuco,26,2007,C Indústrias de transformação,178148.0,Pessoal ocupado em 31/12
Pernambuco,26,2007,10 Fabricação de produtos alimentícios,80036.0,Pessoal ocupado em 31/12
Pernambuco,26,2007,20 Fabricação de produtos químicos,7567.0,Pessoal ocupado em 31/12
Pernambuco,26,2007,24 Metalurgia,2691.0,Pessoal ocupado em 31/12
Pernambuco,26,2007,"29 Fabricação de veículos automotores, reboques e carrocerias",2487.0,Pessoal ocupado em 31/12
Pernambuco,26,2008,Total,189822.0,Pessoal ocupado em 31/12
Pernambuco,26,2008,B Indústrias extrativas,1558.0,Pessoal ocupado em 31/12
Pernambuco,26,2008,C Indústrias de transformação,188264.0,Pessoal ocupado em 31/12
Pernambuco,26,2008,10 Fabricação de produtos alimentícios,84254.0,Pessoal ocupado em 31/12
Pernambuco,26,2008,20 Fabricação de produtos químicos,8332.0,Pessoal ocupado em 31/12
Pernambuco,26,2008,24 Metalurgia,2737.0,Pessoal ocupado em 31/12
Pernambuco,26,2008,"29 Fabricação de veículos automotores, reboques e carrocerias",2604.0,Pessoal ocupado em 31/12
Pernambuco,26,2009,Total,199665.0,Pessoal ocupado em 31/12
Pernambuco,26,2009,B Indústrias extrativas,1809.0,Pessoal ocupado em 31/12
Pernambuco,26,2009,C Indústrias de transformação,197856.0,Pessoal ocupado em 31/12
Pernambuco,26,2009,10 Fabricação de produtos alimentícios,83287.0,Pessoal ocupado em 31/12
Pernambuco,26,2009,20 Fabricação de produtos químicos,8334.0,Pessoal ocupado em 31/12
Pernambuco,26,2009,24 Metalurgia,2972.0,Pessoal ocupado em 31/12
Pernambuco,26,2009,"29 Fabricação de veículos automotores, reboques e carrocerias",1507.0,Pessoal ocupado em 31/12
Pernambuco,26,2010,Total,217311.0,Pessoal ocupado em 31/12
Pernambuco,26,2010,B Indústrias extrativas,2672.0,Pessoal ocupado em 31/12
Pernambuco,26,2010,C Indústrias de transformação,214639.0,Pessoal ocupado em 31/12
Pernambuco,26,2010,10 Fabricação de produtos alimentícios,88414.0,Pessoal ocupado em 31/12
Pernambuco,26,2010,20 Fabricação de produtos químicos,7963.0,Pessoal ocupado em 31/12
Pernambuco,26,2010,24 Metalurgia,3323.0,Pessoal ocupado em 31/12
Pernambuco,26,2010,"29 Fabricação de veículos automotores, reboques e carrocerias",1799.0,Pessoal ocupado em 31/12
Pernambuco,26,2011,Total,228223.0,Pessoal ocupado em 31/12
Pernambuco,26,2011,B Indústrias extrativas,2691.0,Pessoal ocupado em 31/12
Pernambuco,26,2011,C Indústrias de transformação,225532.0,Pessoal ocupado em 31/12
Pernambuco,26,2011,10 Fabricação de produtos alimentícios,90690.0,Pessoal ocupado em 31/12
Pernambuco,26,2011,20 Fabricação de produtos químicos,8860.0,Pessoal ocupado em 31/12
Pernambuco,26,2011,24 Metalurgia,3374.0,Pessoal ocupado em 31/12
Pernambuco,26,2011,"29 Fabricação de veículos automotores, reboques e carrocerias",2976.0,Pessoal ocupado em 31/12
Pernambuco,26,2012,Total,221301.0,Pessoal ocupado em 31/12
Pernambuco,26,2012,B Indústrias extrativas,1938.0,Pessoal ocupado em 31/12
Pernambuco,26,2012,C Indústrias de transformação,219363.0,Pessoal ocupado em 31/12
Pernambuco,26,2012,10 Fabricação de produtos alimentícios,82825.0,Pessoal ocupado em 31/12
Pernambuco,26,2012,20 Fabricação de produtos químicos,10894.0,Pessoal ocupado em 31/12
Pernambuco,26,2012,24 Metalurgia,3316.0,Pessoal ocupado em 31/12
Pernambuco,26,2012,"29 Fabricação de veículos automotores, reboques e carrocerias",3019.0,Pessoal ocupado em 31/12
Pernambuco,26,2013,Total,239214.0,Pessoal ocupado em 31/12
Pernambuco,26,2013,B Indústrias extrativas,1949.0,Pessoal ocupado em 31/12
Pernambuco,26,2013,C Indústrias de transformação,237265.0,Pessoal ocupado em 31/12
Pernambuco,26,2013,10 Fabricação de produtos alimentícios,84416.0,Pessoal ocupado em 31/12
Pernambuco,26,2013,20 Fabricação de produtos químicos,10085.0,Pessoal ocupado em 31/12
Pernambuco,26,2013,24 Metalurgia,4447.0,Pessoal ocupado em 31/12
Pernambuco,26,2013,"29 Fabricação de veículos automotores, reboques e carrocerias",3793.0,Pessoal ocupado em 31/12
Pernambuco,26,2014,Total,235744.0,Pessoal ocupado em 31/12
Pernambuco,26,2014,B Indústrias extrativas,1997.0,Pessoal ocupado em 31/12
Pernambuco,26,2014,C Indústrias de transformação,233747.0,Pessoal ocupado em 31/12
Pernambuco,26,2014,10 Fabricação de produtos alimentícios,82508.0,Pessoal ocupado em 31/12
Pernambuco,26,2014,20 Fabricação de produtos químicos,10090.0,Pessoal ocupado em 31/12
Pernambuco,26,2014,24 Metalurgia,3863.0,Pessoal ocupado em 31/12
Pernambuco,26,2014,"29 Fabricação de veículos automotores, reboques e carrocerias",7542.0,Pessoal ocupado em 31/12
Pernambuco,26,2015,Total,219981.0,Pessoal ocupado em 31/12
Pernambuco,26,2015,B Indústrias extrativas,1825.0,Pessoal ocupado em 31/12
Pernambuco,26,2015,C Indústrias de transformação,218156.0,Pessoal ocupado em 31/12
Pernambuco,26,2015,10 Fabricação de produtos alimentícios,78260.0,Pessoal ocupado em 31/12
Pernambuco,26,2015,20 Fabricação de produtos químicos,10393.0,Pessoal ocupado em 31/12
Pernambuco,26,2015,24 Metalurgia,2514.0,Pessoal ocupado em 31/12
Pernambuco,26,2015,"29 Fabricação de veículos automotores, reboques e carrocerias",9232.0,Pessoal ocupado em 31/12
Pernambuco,26,2016,Total,204038.0,Pessoal ocupado em 31/12
Pernambuco,26,2016,B Indústrias extrativas,1414.0,Pessoal ocupado em 31/12
Pernambuco,26,2016,C Indústrias de transformação,202624.0,Pessoal ocupado em 31/12
Pernambuco,26,2016,10 Fabricação de produtos alimentícios,74652.0,Pessoal ocupado em 31/12
Pernambuco,26,2016,20 Fabricação de produtos químicos,9996.0,Pessoal ocupado em 31/12
Pernambuco,26,2016,24 Metalurgia,2490.0,Pessoal ocupado em 31/12
Pernambuco,26,2016,"29 Fabricação de veículos automotores, reboques e carrocerias",10282.0,Pessoal ocupado em 31/12
Pernambuco,26,2017,Total,197938.0,Pessoal ocupado em 31/12
Pernambuco,26,2017,B Indústrias extrativas,1270.0,Pessoal ocupado em 31/12
Pernambuco,26,2017,C Indústrias de transformação,196668.0,Pessoal ocupado em 31/12
Pernambuco,26,2017,10 Fabricação de produtos alimentícios,69633.0,Pessoal ocupado em 31/12
Pernambuco,26,2017,20 Fabricação de produtos químicos,9823.0,Pessoal ocupado em 31/12
Pernambuco,26,2017,24 Metalurgia,2404.0,Pessoal ocupado em 31/12
Pernambuco,26,2017,"29 Fabricação de veículos automotores, reboques e carrocerias",12551.0,Pessoal ocupado em 31/12
Pernambuco,26,2018,Total,200781.0,Pessoal ocupado em 31/12
Pernambuco,26,2018,B Indústrias extrativas,1243.0,Pessoal ocupado em 31/12
Pernambuco,26,2018,C Indústrias de transformação,199538.0,Pessoal ocupado em 31/12
Pernambuco,26,2018,10 Fabricação de produtos alimentícios,68379.0,Pessoal ocupado em 31/12
Pernambuco,26,2018,20 Fabricação de produtos químicos,9137.0,Pessoal ocupado em 31/12
Pernambuco,26,2018,24 Metalurgia,2233.0,Pessoal ocupado em 31/12
Pernambuco,26,2018,"29 Fabricação de veículos automotores, reboques e carrocerias",13592.0,Pessoal ocupado em 31/12
Pernambuco,26,2019,Total,190552.0,Pessoal ocupado em 31/12
Pernambuco,26,2019,B Indústrias extrativas,1434.0,Pessoal ocupado em 31/12
Pernambuco,26,2019,C Indústrias de transformação,189118.0,Pessoal ocupado em 31/12
Pernambuco,26,2019,10 Fabricação de produtos alimentícios,66064.0,Pessoal ocupado em 31/12
Pernambuco,26,2019,20 Fabricação de produtos químicos,9635.0,Pessoal ocupado em 31/12
Pernambuco,26,2019,24 Metalurgia,2162.0,Pessoal ocupado em 31/12
Pernambuco,26,2019,"29 Fabricação de veículos automotores, reboques e carrocerias",13484.0,Pessoal ocupado em 31/12
Pernambuco,26,2020,Total,190464.0,Pessoal ocupado em 31/12
Pernambuco,26,2020,B Indústrias extrativas,1354.0,Pessoal ocupado em 31/12
Pernambuco,26,2020,C Indústrias de transformação,189110.0,Pessoal ocupado em 31/12
Pernambuco,26,2020,10 Fabricação de produtos alimentícios,70372.0,Pessoal ocupado em 31/12
Pernambuco,26,2020,20 Fabricação de produtos químicos,9593.0,Pessoal ocupado em 31/12
Pernambuco,26,2020,24 Metalurgia,2339.0,Pessoal ocupado em 31/12
Pernambuco,26,2020,"29 Fabricação de veículos automotores, reboques e carrocerias",13323.0,Pessoal ocupado em 31/12
Pernambuco,26,2021,Total,198790.0,Pessoal ocupado em 31/12
Pernambuco,26,2021,B Indústrias extrativas,1591.0,Pessoal ocupado em 31/12
Pernambuco,26,2021,C Indústrias de transformação,197199.0,Pessoal ocupado em 31/12
Pernambuco,26,2021,10 Fabricação de produtos alimentícios,70400.0,Pessoal ocupado em 31/12
Pernambuco,26,2021,20 Fabricação de produtos químicos,9137.0,Pessoal ocupado em 31/12
Pernambuco,26,2021,24 Metalurgia,2400.0,Pessoal ocupado em 31/12
Pernambuco,26,2021,"29 Fabricação de veículos automotores, reboques e carrocerias",15222.0,Pessoal ocupado em 31/12
Pernambuco,26,2022,Total,204360.0,Pessoal ocupado em 31/12
Pernambuco,26,2022,B Indústrias extrativas,1670.0,Pessoal ocupado em 31/12
Pernambuco,26,2022,C Indústrias de transformação,202690.0,Pessoal ocupado em 31/12
Pernambuco,26,2022,10 Fabricação de produtos alimentícios,71228.0,Pessoal ocupado em 31/12
Pernambuco,26,2022,20 Fabricação de produtos químicos,9823.0,Pessoal ocupado em 31/12
Pernambuco,26,2022,24 Metalurgia,2565.0,Pessoal ocupado em 31/12
Pernambuco,26,2022,"29 Fabricação de veículos automotores, reboques e carrocerias",15702.0,Pessoal ocupado em 31/12
Pernambuco,26,2023,Total,208711.0,Pessoal ocupado em 31/12
Pernambuco,26,2023,B Indústrias extrativas,1716.0,Pessoal ocupado em 31/12
Pernambuco,26,2023,C Indústrias de transformação,206995.0,Pessoal ocupado em 31/12
Pernambuco,26,2023,10 Fabricação de produtos alimentícios,72396.0,Pessoal ocupado em 31/12
Pernambuco,26,2023,20 Fabricação de produtos químicos,9724.0,Pessoal ocupado em 31/12
Pernambuco,26,2023,24 Metalurgia,2611.0,Pessoal ocupado em 31/12
Pernambuco,26,2023,"29 Fabricação de veículos automotores, reboques e carrocerias",15311.0,Pessoal ocupado em 31/12
Alagoas,27,2007,Total,100519.0,Pessoal ocupado em 31/12
Alagoas,27,2007,B Indústrias extrativas,579.0,Pessoal ocupado em 31/12
Alagoas,27,2007,C Indústrias de transformação,99940.0,Pessoal ocupado em 31/12
Alagoas,27,2007,10 Fabricação de produtos alimentícios,81271.0,Pessoal ocupado em 31/12
Alagoas,27,2007,20 Fabricação de produtos químicos,1205.0,Pessoal ocupado em 31/12
Alagoas,27,2007,24 Metalurgia,,Pessoal ocupado em 31/12
