UF,Cód_IBGE,Ano,Setor,Valor,Variável
Roraima,14,2010,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2010,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2011,Total,44305.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2011,B Indústrias extrativas,299.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2011,C Indústrias de transformação,44006.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2011,10 Fabricação de produtos alimentícios,19778.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2011,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2011,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2011,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2012,Total,40715.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2012,B Indústrias extrativas,921.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2012,C Indústrias de transformação,39794.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2012,10 Fabricação de produtos alimentícios,23786.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2012,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2012,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2012,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2013,Total,72437.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2013,B Indústrias extrativas,213.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2013,C Indústrias de transformação,72224.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2013,10 Fabricação de produtos alimentícios,39911.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2013,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2013,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2013,"29 Fabricação de veículos automotores, reboques e carrocerias",118.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2014,Total,109426.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2014,B Indústrias extrativas,610.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2014,C Indústrias de transformação,108816.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2014,10 Fabricação de produtos alimentícios,62987.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2014,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2014,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2014,"29 Fabricação de veículos automotores, reboques e carrocerias",3.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2015,Total,130382.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2015,B Indústrias extrativas,4225.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2015,C Indústrias de transformação,126157.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2015,10 Fabricação de produtos alimentícios,73775.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2015,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2015,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2015,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2016,Total,115046.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2016,B Indústrias extrativas,3793.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2016,C Indústrias de transformação,111253.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2016,10 Fabricação de produtos alimentícios,67994.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2016,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2016,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2016,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2017,Total,86854.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2017,B Indústrias extrativas,270.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2017,C Indústrias de transformação,86584.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2017,10 Fabricação de produtos alimentícios,51885.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2017,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2017,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2017,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2018,Total,96248.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2018,B Indústrias extrativas,4.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2018,C Indústrias de transformação,96244.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2018,10 Fabricação de produtos alimentícios,67386.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2018,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2018,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2018,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2019,Total,144681.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2019,B Indústrias extrativas,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2019,C Indústrias de transformação,144681.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2019,10 Fabricação de produtos alimentícios,118922.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2019,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2019,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2019,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2020,Total,176592.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2020,B Indústrias extrativas,1798.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2020,C Indústrias de transformação,174794.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2020,10 Fabricação de produtos alimentícios,139827.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2020,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2020,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2020,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2021,Total,276999.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2021,B Indústrias extrativas,5514.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2021,C Indústrias de transformação,271485.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2021,10 Fabricação de produtos alimentícios,225473.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2021,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2021,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2021,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2022,Total,347968.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2022,B Indústrias extrativas,2882.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2022,C Indústrias de transformação,345086.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2022,10 Fabricação de produtos alimentícios,276459.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2022,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2022,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2022,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2023,Total,372953.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2023,B Indústrias extrativas,5215.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2023,C Indústrias de transformação,367738.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2023,10 Fabricação de produtos alimentícios,296384.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2023,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2023,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Roraima,14,2023,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2007,Total,7006302.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2007,B Indústrias extrativas,294847.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2007,C Indústrias de transformação,6711454.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2007,10 Fabricação de produtos alimentícios,1535943.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2007,20 Fabricação de produtos químicos,175963.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2007,24 Metalurgia,2912002.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2007,"29 Fabricação de veículos automotores, reboques e carrocerias",4855.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2008,Total,8181326.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2008,B Indústrias extrativas,447361.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2008,C Indústrias de transformação,7733964.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2008,10 Fabricação de produtos alimentícios,2279561.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2008,20 Fabricação de produtos químicos,192948.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2008,24 Metalurgia,3217196.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2008,"29 Fabricação de veículos automotores, reboques e carrocerias",7898.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2009,Total,6019018.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2009,B Indústrias extrativas,304085.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2009,C Indústrias de transformação,5714932.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2009,10 Fabricação de produtos alimentícios,1880560.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2009,20 Fabricação de produtos químicos,207768.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2009,24 Metalurgia,1856580.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2009,"29 Fabricação de veículos automotores, reboques e carrocerias",6151.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2010,Total,8280621.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2010,B Indústrias extrativas,297970.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2010,C Indústrias de transformação,7982651.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2010,10 Fabricação de produtos alimentícios,3504698.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2010,20 Fabricação de produtos químicos,223066.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2010,24 Metalurgia,2351844.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2010,"29 Fabricação de veículos automotores, reboques e carrocerias",9517.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2011,Total,9217385.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2011,B Indústrias extrativas,420665.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2011,C Indústrias de transformação,8796720.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2011,10 Fabricação de produtos alimentícios,3637488.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2011,20 Fabricação de produtos químicos,300403.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2011,24 Metalurgia,2680351.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2011,"29 Fabricação de veículos automotores, reboques e carrocerias",12435.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2012,Total,9347961.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2012,B Indústrias extrativas,329455.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2012,C Indústrias de transformação,9018506.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2012,10 Fabricação de produtos alimentícios,3279647.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2012,20 Fabricação de produtos químicos,288785.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2012,24 Metalurgia,2792231.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2012,"29 Fabricação de veículos automotores, reboques e carrocerias",10674.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2013,Total,10109432.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2013,B Indústrias extrativas,739341.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2013,C Indústrias de transformação,9370091.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2013,10 Fabricação de produtos alimentícios,4087308.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2013,20 Fabricação de produtos químicos,337288.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2013,24 Metalurgia,2488828.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2013,"29 Fabricação de veículos automotores, reboques e carrocerias",17172.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2014,Total,12591252.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2014,B Indústrias extrativas,732783.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2014,C Indústrias de transformação,11858469.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2014,10 Fabricação de produtos alimentícios,4784114.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2014,20 Fabricação de produtos químicos,357043.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2014,24 Metalurgia,3538435.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2014,"29 Fabricação de veículos automotores, reboques e carrocerias",13973.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2015,Total,13978685.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2015,B Indústrias extrativas,1229463.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2015,C Indústrias de transformação,12749222.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2015,10 Fabricação de produtos alimentícios,5036746.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2015,20 Fabricação de produtos químicos,477095.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2015,24 Metalurgia,4069381.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2015,"29 Fabricação de veículos automotores, reboques e carrocerias",11239.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2016,Total,14640021.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2016,B Indústrias extrativas,1556756.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2016,C Indústrias de transformação,13083265.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2016,10 Fabricação de produtos alimentícios,5712689.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2016,20 Fabricação de produtos químicos,715504.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2016,24 Metalurgia,3887771.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2016,"29 Fabricação de veículos automotores, reboques e carrocerias",5956.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2017,Total,14839417.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2017,B Indústrias extrativas,1658252.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2017,C Indústrias de transformação,13181165.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2017,10 Fabricação de produtos alimentícios,5972560.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2017,20 Fabricação de produtos químicos,699501.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2017,24 Metalurgia,3749701.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2017,"29 Fabricação de veículos automotores, reboques e carrocerias",8073.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2018,Total,17591395.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2018,B Indústrias extrativas,3051017.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2018,C Indústrias de transformação,14540378.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2018,10 Fabricação de produtos alimentícios,6533444.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2018,20 Fabricação de produtos químicos,957119.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2018,24 Metalurgia,3665683.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2018,"29 Fabricação de veículos automotores, reboques e carrocerias",4533.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2019,Total,20110192.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2019,B Indústrias extrativas,4688646.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2019,C Indústrias de transformação,15421546.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2019,10 Fabricação de produtos alimentícios,6207520.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2019,20 Fabricação de produtos químicos,1006951.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2019,24 Metalurgia,4830131.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2019,"29 Fabricação de veículos automotores, reboques e carrocerias",10289.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2020,Total,24401650.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2020,B Indústrias extrativas,3689288.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2020,C Indústrias de transformação,20712362.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2020,10 Fabricação de produtos alimentícios,9614337.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2020,20 Fabricação de produtos químicos,1156393.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2020,24 Metalurgia,5760400.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2020,"29 Fabricação de veículos automotores, reboques e carrocerias",9949.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2021,Total,64813013.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2021,B Indústrias extrativas,35229336.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2021,C Indústrias de transformação,29583677.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2021,10 Fabricação de produtos alimentícios,14165033.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2021,20 Fabricação de produtos químicos,1626449.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2021,24 Metalurgia,7455140.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2021,"29 Fabricação de veículos automotores, reboques e carrocerias",18025.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2022,Total,61443008.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2022,B Indústrias extrativas,26728638.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2022,C Indústrias de transformação,34714370.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2022,10 Fabricação de produtos alimentícios,13977831.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2022,20 Fabricação de produtos químicos,3336668.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2022,24 Metalurgia,10827947.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2022,"29 Fabricação de veículos automotores, reboques e carrocerias",22758.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2023,Total,62620655.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2023,B Indústrias extrativas,27865553.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2023,C Indústrias de transformação,34755102.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2023,10 Fabricação de produtos alimentícios,15422302.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2023,20 Fabricação de produtos químicos,3759332.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2023,24 Metalurgia,9404662.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Pará,15,2023,"29 Fabricação de veículos automotores, reboques e carrocerias",13750.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2007,Total,78143.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2007,B Indústrias extrativas,25596.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2007,C Indústrias de transformação,52547.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2007,10 Fabricação de produtos alimentícios,14959.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2007,20 Fabricação de produtos químicos,98.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2007,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2007,"29 Fabricação de veículos automotores, reboques e carrocerias",19.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2008,Total,178098.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2008,B Indústrias extrativas,111922.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2008,C Indústrias de transformação,66177.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2008,10 Fabricação de produtos alimentícios,6288.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2008,20 Fabricação de produtos químicos,64.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2008,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2008,"29 Fabricação de veículos automotores, reboques e carrocerias",124.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2009,Total,88179.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2009,B Indústrias extrativas,21112.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2009,C Indústrias de transformação,67067.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2009,10 Fabricação de produtos alimentícios,17389.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2009,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2009,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2009,"29 Fabricação de veículos automotores, reboques e carrocerias",11.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2010,Total,62680.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2010,B Indústrias extrativas,31108.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2010,C Indústrias de transformação,31572.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2010,10 Fabricação de produtos alimentícios,13969.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2010,20 Fabricação de produtos químicos,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2010,24 Metalurgia,,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2010,"29 Fabricação de veículos automotores, reboques e carrocerias",,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2011,Total,445883.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2011,B Indústrias extrativas,368141.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2011,C Indústrias de transformação,77742.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
Amapá,16,2011,10 Fabricação de produtos alimentícios,19803.0,"Custos com consumo de matérias-primas, materiais auxiliares e componentes"
